# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
HD 81688,HD 81688 b,184.02000000,0.810000,0.000000,2.70000,,4753.00,2.10,13.00,1.857
HD 82886,HD 82886 b,705.00000000,1.580000,0.070000,2.33000,,4953.00,2.53,5.26,
HD 82943,HD 82943 b,441.47000000,1.183060,0.162000,1.68100,,6016.00,1.20,,
HD 82943,HD 82943 c,220.07800000,0.743450,0.366300,1.95900,,6016.00,1.20,,
HD 8326,HD 8326 b,158.99100000,0.533000,0.200000,0.20955,,4914.00,0.80,,
HD 83443,HD 83443 b,2.98570000,0.040000,0.010000,0.34000,,5442.00,0.79,0.94,
HD 8535,HD 8535 b,1313.00000000,2.450000,0.150000,0.68000,,6136.00,1.13,1.19,
HD 85390,HD 85390 b,799.52000000,1.373000,0.500000,0.09900,,5186.00,0.76,,
HD 85512,HD 85512 b,58.43000000,0.260000,0.110000,0.01000,,4300.00,0.43,0.71,
HD 8574,HD 8574 b,227.00000000,0.760000,0.300000,2.03000,,6064.00,1.34,1.38,
HD 86081,HD 86081 b,2.13784310,0.034600,0.011900,1.48000,,5939.00,1.21,1.46,0.380
HD 86226,HD 86226 b,1695.00000000,2.840000,0.150000,0.92000,,5903.00,1.06,1.02,0.025
HD 86264,HD 86264 b,1475.00000000,2.860000,0.700000,7.00000,,6210.00,1.42,1.88,0.660
HD 8673,HD 8673 b,1634.00000000,3.020000,0.723000,14.20000,,6472.00,1.35,1.39,
HD 86950,HD 86950 b,1270.00000000,2.720000,0.170000,3.60000,,4805.00,1.66,8.80,1.560
HD 87646,HD 87646 b,13.48100000,0.117000,0.050000,12.40000,,5770.00,1.12,1.55,
HD 87883,HD 87883 b,2754.00000000,3.580000,0.530000,1.54000,,4915.00,0.66,0.79,
HD 88133,HD 88133 b,3.41488400,0.047900,0.031000,0.28450,,5392.00,1.26,2.20,
HD 89307,HD 89307 b,2166.00000000,3.270000,0.200000,2.11000,,5955.00,1.27,1.10,
HD 89345,HD 89345 b,11.81430000,0.106600,0.220000,0.11000,0.660,5576.00,1.16,1.75,0.425
HD 89744,HD 89744 b,256.78000000,0.917000,0.677000,8.35000,,6291.00,1.86,,
HD 90156,HD 90156 b,49.77000000,0.250000,0.310000,0.05700,,5599.00,0.84,,-0.143
HD 9174,HD 9174 b,1179.00000000,2.200000,0.120000,1.11000,,5577.00,1.03,1.67,0.382
HD 92788,HD 92788 b,325.80300000,0.970000,0.350000,3.76000,,5744.00,1.15,1.14,
HD 92788,HD 92788 c,11611.29750000,10.500000,0.460000,3.67000,,5744.00,1.15,1.14,
HD 92987,HD 92987 b,10354.83750000,9.620000,0.210000,16.88000,,5770.00,1.08,1.58,
HD 93083,HD 93083 b,143.58000000,0.477000,0.140000,0.37000,,4995.00,0.70,,-0.387
HD 9446,HD 9446 b,30.05200000,0.189000,0.200000,0.70000,,5793.00,1.00,1.00,0.041
HD 9446,HD 9446 c,192.90000000,0.654000,0.060000,1.82000,,5793.00,1.00,1.00,0.041
HD 94834,HD 94834 b,1576.00000000,2.740000,0.140000,1.26000,,4798.00,1.11,4.20,
HD 95086,HD 95086 b,,55.700000,,5.00000,,,1.60,,
HD 95089,HD 95089 b,464.40000000,1.360000,0.119000,1.26000,,4918.00,1.54,5.08,
HD 95089,HD 95089 c,1785.00000000,3.330000,0.284000,3.45000,,4918.00,1.54,5.08,
HD 95127,HD 95127 b,482.00000000,1.280000,0.110000,10.63000,,4218.00,3.70,41.01,
HD 95872,HD 95872 b,4375.00000000,5.150000,0.060000,3.74000,,5312.00,0.70,0.84,
HD 96063,HD 96063 b,362.50000000,1.110000,0.170000,1.27000,,5020.00,1.37,4.75,
HD 96127,HD 96127 b,647.29999000,1.420000,0.300000,20.96000,,3943.00,10.94,51.10,
HD 96167,HD 96167 b,498.04000000,1.332000,0.685000,0.71700,,5733.00,1.27,1.94,
HD 97048,HD 97048 b,,130.000000,,2.50000,,10000.00,2.40,2.25,1.602
HD 97658,HD 97658 b,9.49090000,,0.060000,0.03000,0.210,5175.00,0.89,0.74,
HD 98219,HD 98219 b,433.80000000,1.260000,0.079000,1.96400,,4925.00,1.41,4.60,
HD 98649,HD 98649 b,6022.97250000,6.570000,0.860000,6.79000,,5790.00,1.03,1.01,
HD 98736,HD 98736 b,968.80000000,1.864000,0.226000,2.33000,,5271.00,0.92,0.93,-0.220
HD 99109,HD 99109 b,439.29999000,1.110000,0.090000,0.44000,,5282.00,0.76,0.98,
HD 99492,HD 99492 b,17.04310000,0.120000,0.250000,0.07000,,4815.00,0.48,0.83,
HD 99706,HD 99706 b,841.00000000,1.980000,0.250000,1.23000,,4862.00,1.46,5.52,
HD 99706,HD 99706 c,1278.00000000,,0.411000,5.69000,,4862.00,1.46,5.52,
HIP 105854,HIP 105854 b,184.20000000,0.810000,0.020000,8.20000,,4780.00,2.10,,1.670
HIP 107773,HIP 107773 b,144.30000000,0.720000,0.090000,1.98000,,4945.00,2.42,11.60,1.870
HIP 109384,HIP 109384 b,499.48000000,1.134000,0.549000,1.56000,,5180.00,0.78,,
HIP 109600,HIP 109600 b,232.08000000,0.706000,0.163000,2.68000,,5530.00,0.87,,
HIP 116454,HIP 116454 b,9.12050000,,0.200000,0.04000,0.220,5089.00,0.81,0.72,
HIP 12961,HIP 12961 b,57.43500000,0.250000,0.170000,0.36000,,3901.00,0.69,0.65,
HIP 14810,HIP 14810 b,6.67389200,0.069600,0.143990,3.90000,,5544.00,1.01,1.07,-0.010
HIP 14810,HIP 14810 c,147.74700000,0.549000,0.156600,1.31000,,5544.00,1.01,1.07,-0.010
HIP 14810,HIP 14810 d,981.80000000,1.940000,0.185000,0.59000,,5544.00,1.01,1.07,-0.010
HIP 35173,HIP 35173 b,41.51600000,0.217000,0.160000,0.03996,,4881.00,0.79,,
HIP 41378,HIP 41378 b,15.57209800,,,,,6226.00,1.17,1.34,
HIP 41378,HIP 41378 c,31.70648000,,,,,6226.00,1.17,1.34,
HIP 41378,HIP 41378 d,1114.00000000,,,,,6226.00,1.17,1.34,
HIP 41378,HIP 41378 e,,,,,,6226.00,1.17,1.34,
HIP 41378,HIP 41378 f,1084.00000000,,,,,6226.00,1.17,1.34,
HIP 5158,HIP 5158 b,345.72000000,0.890000,0.520000,1.42000,,4962.00,0.78,,-0.959
HIP 5158,HIP 5158 c,9017.76000000,7.700000,0.140000,15.04000,,4962.00,0.78,,-0.959
HIP 54373,HIP 54373 b,7.76000000,0.063000,0.200000,0.02712,,4021.00,0.57,,
HIP 54373,HIP 54373 c,15.14400000,0.099000,0.200000,0.03914,,4021.00,0.57,,
HIP 57274,HIP 57274 b,8.13520000,0.070000,0.190000,0.02000,,4510.00,0.29,0.78,
HIP 57274,HIP 57274 c,32.03000000,0.178000,0.050000,0.40902,,4510.00,0.29,0.78,
HIP 57274,HIP 57274 d,431.70000000,1.010000,0.270000,0.52670,,4510.00,0.29,0.78,
HIP 63242,HIP 63242 b,124.60000000,0.565000,0.230000,9.18000,,4830.00,1.54,,1.630
HIP 65407,HIP 65407 b,28.12500000,0.177000,0.140000,0.42800,,5460.00,0.93,,
HIP 65407,HIP 65407 c,67.30000000,0.316000,0.120000,0.78400,,5460.00,0.93,,
HIP 65426,HIP 65426 b,,92.000000,,9.00000,1.500,8840.00,1.96,1.77,
HIP 65891,HIP 65891 b,1084.50000000,2.810000,0.130000,6.00000,,5000.00,2.50,8.93,1.650
HIP 67537,HIP 67537 b,2556.50000000,4.910000,0.590000,11.10000,,4985.00,2.41,8.69,1.617
HIP 67851,HIP 67851 b,88.90000000,0.460000,0.050000,1.38000,,4890.00,1.63,5.92,1.244
HIP 67851,HIP 67851 c,2131.80000000,3.820000,0.170000,5.98000,,4890.00,1.63,5.92,1.244
HIP 70849,HIP 70849 b,17337.50000000,20.250000,0.715000,9.00000,,4105.00,0.63,,
HIP 71135,HIP 71135 b,87.19000000,0.335000,0.210000,0.05915,,4146.00,0.66,,
HIP 74890,HIP 74890 b,822.30000000,2.100000,0.070000,2.40000,,4850.00,1.74,5.77,1.215
HIP 78530,HIP 78530 b,,740.000000,,23.00000,,10500.00,2.50,,
HIP 79098 AB,HIP 79098 AB b,,345.000000,,20.50000,,,3.75,,
HIP 79431,HIP 79431 b,111.70000000,0.360000,0.290000,2.10000,,3368.00,0.42,0.54,-1.523
HIP 8541,HIP 8541 b,1560.20000000,2.800000,0.160000,5.50000,,4670.00,1.17,7.83,1.405
HIP 91258,HIP 91258 b,5.05050000,0.060000,0.020000,1.09000,,5519.00,0.97,0.89,
HIP 97233,HIP 97233 b,1058.80000000,2.550000,0.610000,20.00000,,5020.00,1.93,5.34,1.204
HN Peg,HN Peg b,,773.000000,,21.99870,1.051,5974.00,1.10,1.04,0.072
HR 2562,HR 2562 b,,20.300000,,30.00000,1.110,,1.30,,
HR 5183,HR 5183 b,27000.00000000,18.000000,0.840000,3.23000,,5794.00,1.07,1.53,
HR 810,HR 810 b,302.79999000,0.920000,0.140000,2.27000,,6167.00,1.34,1.13,
HR 858,HR 858 b,3.58599000,0.048000,0.300000,,0.186,6201.00,1.15,1.31,0.371
HR 858,HR 858 c,5.97293000,0.067400,0.190000,,0.173,6201.00,1.15,1.31,0.371
HR 858,HR 858 d,11.23000000,0.102700,0.280000,,0.193,6201.00,1.15,1.31,0.371
HR 8799,HR 8799 b,170000.00000000,68.000000,,7.00000,1.200,7400.00,,,
HR 8799,HR 8799 c,69000.00000000,38.000000,,10.00000,1.200,7400.00,,,
HR 8799,HR 8799 d,37000.00000000,24.000000,,10.00000,1.200,7400.00,,,
HR 8799,HR 8799 e,,16.400000,0.150000,10.00000,1.170,7400.00,,,
HU Aqr,HU Aqr AB b,2390.00000000,3.600000,0.000000,5.90000,,,0.88,,
HU Aqr,HU Aqr AB c,4368.00000000,5.400000,0.510000,4.50000,,,0.88,,
HW Vir,HW Vir b,4640.00000000,4.690000,0.400000,14.48228,,,0.48,,
IC 4651 9122,IC 4651 9122 b,734.00000000,2.038000,0.180000,6.30000,,,2.10,,
K2-10,K2-10 b,19.30440000,,0.310000,0.08495,0.343,5620.00,0.92,0.98,
K2-100,K2-100 b,1.67383300,0.029600,,,0.320,6168.00,1.23,1.22,
K2-101,K2-101 b,14.67728600,,0.100000,,0.178,4819.00,0.80,0.73,-0.595
K2-102,K2-102 b,9.91561500,,0.100000,,0.116,4695.00,0.77,0.71,-0.657
K2-104,K2-104 b,1.97423800,0.023000,0.090000,,0.175,3546.46,0.43,0.49,
K2-105,K2-105 b,8.26770400,0.079600,,,0.301,5464.00,0.99,0.91,
K2-107,K2-107 b,3.31395900,0.047500,,,1.426,6061.00,1.30,1.81,
K2-108,K2-108 b,4.73399900,0.058100,,,0.476,5599.00,1.17,1.76,
K2-11,K2-11 b,39.93767000,0.225700,,,0.674,5433.00,1.35,5.15,
K2-110,K2-110 b,13.86387000,0.102700,,,0.228,4950.00,0.75,0.71,
K2-111,K2-111 b,5.35117000,0.062100,0.000000,0.02706,0.170,5730.00,0.88,1.23,0.279
K2-113,K2-113 b,5.81768500,0.064200,,,1.083,5660.00,1.04,1.24,
K2-114,K2-114 b,11.39101300,0.095400,,,0.952,5044.00,0.89,0.84,
K2-115,K2-115 b,20.27261500,0.143000,,,1.076,5657.00,0.95,0.88,
K2-116,K2-116 b,4.65541100,0.048000,0.060000,,0.062,4348.35,0.69,0.67,
K2-117,K2-117 b,1.29160000,0.018900,,,0.181,3778.00,0.54,0.51,
K2-117,K2-117 c,5.44401700,0.049200,,,0.184,3778.00,0.54,0.51,
K2-118,K2-118 b,50.92092000,0.245000,0.200000,,0.227,4726.29,0.76,0.73,
K2-119,K2-119 b,7.72728300,0.069800,,,0.226,4740.00,0.76,0.71,
K2-12,K2-12 b,8.28212000,0.080200,,,0.208,5800.00,1.01,1.01,
K2-120,K2-120 b,9.56274200,0.078000,0.140000,,0.179,4349.90,0.69,0.67,
K2-121,K2-121 b,5.18576100,0.052500,,,0.669,4551.00,0.72,0.68,
K2-122,K2-122 b,2.21928200,0.028500,,,0.108,4027.00,0.62,0.60,
K2-123,K2-123 b,30.95152400,0.164900,,,0.246,4035.00,0.62,0.59,
K2-124,K2-124 b,6.41365100,0.049000,,,0.259,3570.00,0.39,0.39,
K2-125,K2-125 b,21.75026400,0.121000,0.080000,,0.194,3654.47,0.49,0.40,
K2-126,K2-126 b,7.38565500,0.065600,,,0.176,4339.00,0.69,0.65,
K2-127,K2-127 b,3.58816300,0.041100,,,0.747,4575.00,0.72,0.66,
K2-128,K2-128 b,5.67581900,0.056000,0.230000,,0.127,4469.51,0.71,0.78,
K2-129,K2-129 b,8.23949300,0.057000,0.130000,,0.093,3459.09,0.36,0.36,
K2-13,K2-13 b,39.91488000,0.211400,,,0.169,5698.00,0.80,0.78,
K2-130,K2-130 b,2.49412000,0.032000,0.170000,,0.112,4356.47,0.70,0.74,
K2-131,K2-131 b,0.36931000,0.009500,,,0.152,5245.00,0.84,0.75,
K2-132,K2-132 b,9.17510000,,,0.49000,1.300,4840.00,1.08,3.85,
K2-133,K2-133 b,3.07133000,0.031940,,,0.120,3655.00,0.46,0.46,-1.479
K2-133,K2-133 c,4.86784000,0.043410,,,0.143,3655.00,0.46,0.46,-1.479
K2-133,K2-133 d,11.02454000,0.074870,,,0.179,3655.00,0.46,0.46,-1.479
K2-133,K2-133 e,26.58410000,0.134600,,,0.154,3655.00,0.46,0.46,-1.479
K2-136,K2-136 b,7.97529200,,0.100000,,0.088,4499.00,0.74,0.66,-0.788
K2-136,K2-136 c,17.30713700,,0.130000,,0.260,4499.00,0.74,0.66,-0.788
K2-136,K2-136 d,25.57506500,,0.140000,,0.129,4499.00,0.74,0.66,-0.788
K2-137,K2-137 b,0.17971500,0.005800,0.000000,0.50000,0.079,3492.00,0.46,0.44,
K2-138,K2-138 b,2.35322000,0.033800,0.403000,,0.140,5378.00,0.93,0.86,
K2-138,K2-138 c,3.55987000,0.044540,0.296000,,0.225,5378.00,0.93,0.86,
K2-138,K2-138 d,5.40478000,0.058830,0.348000,,0.237,5378.00,0.93,0.86,
K2-138,K2-138 e,8.26144000,0.078070,0.315000,,0.294,5378.00,0.93,0.86,
K2-138,K2-138 f,12.75759000,0.104300,0.364000,,0.251,5378.00,0.93,0.86,
K2-139,K2-139 b,28.38061900,0.179600,,,0.813,5370.00,0.96,0.88,
K2-14,K2-14 b,8.36802000,0.062700,,,0.429,3789.00,0.47,0.45,
K2-140,K2-140 b,6.56918000,0.068700,,,1.093,5705.00,1.00,0.99,
K2-141,K2-141 b,0.28032440,,0.000000,0.01598,0.135,4599.00,0.71,0.68,-0.750
K2-141,K2-141 c,7.74850000,,0.000000,0.02328,0.624,4599.00,0.71,0.68,-0.750
K2-146,K2-146 b,2.64460000,,0.129000,0.01816,0.183,3385.00,0.33,0.33,
K2-146,K2-146 c,4.00498000,,0.075000,0.02358,0.195,3385.00,0.33,0.33,
K2-147,K2-147 b,0.96191700,0.015900,,,0.123,3672.00,0.58,0.55,-1.292
K2-148,K2-148 b,4.38395000,0.045400,,,0.119,4079.00,0.65,0.63,-0.996
K2-148,K2-148 c,6.92260000,0.061600,,,0.154,4079.00,0.65,0.63,-0.996
K2-148,K2-148 d,9.75790000,0.077400,,,0.146,4079.00,0.65,0.63,-0.996
K2-149,K2-149 b,11.33200000,0.083000,,,0.146,3745.00,0.59,0.57,-1.310
K2-15,K2-15 b,11.81040000,0.091000,,,0.221,5131.00,0.72,0.68,
K2-150,K2-150 b,10.59357000,0.072700,,,0.178,3499.00,0.46,0.44,-1.585
K2-151,K2-151 b,3.83547600,0.037300,,,0.133,3695.00,0.47,0.45,
K2-152,K2-152 b,32.64790000,0.171600,,,0.204,4044.00,0.63,0.61,
K2-153,K2-153 b,7.51574000,0.061400,,,0.178,3845.00,0.55,0.53,
K2-154,K2-154 b,3.67626000,0.040500,,,0.178,4097.00,0.65,0.63,
K2-154,K2-154 c,7.95486000,0.067700,,,0.185,4097.00,0.65,0.63,
K2-155,K2-155 b,6.34200000,0.056200,,,0.161,4258.00,0.65,0.58,
K2-155,K2-155 c,13.85000000,0.094600,,,0.232,4258.00,0.65,0.58,
K2-155,K2-155 d,40.71800000,0.193700,,,0.170,4258.00,0.65,0.58,
K2-156,K2-156 b,0.81314000,0.014900,,,0.103,4597.00,0.66,0.66,
K2-157,K2-157 b,0.36525700,,,,0.094,5456.00,0.94,0.88,
K2-158,K2-158 b,10.06049000,0.088700,,,0.236,5503.00,0.92,0.95,
K2-158,K2-158 c,5.90279000,0.062200,,,0.114,5503.00,0.92,0.95,
K2-159,K2-159 b,12.42205000,0.101300,,,0.202,5425.00,0.90,0.83,
K2-16,K2-16 b,7.61880000,0.066700,,,0.180,,0.67,,
K2-16,K2-16 c,19.07863000,0.122900,,,0.227,,0.67,,
K2-160,K2-160 b,3.70587100,,,,0.284,5649.00,0.98,0.91,
K2-161,K2-161 b,9.28318800,,,,0.546,4972.00,0.99,2.57,
K2-162,K2-162 b,9.45889000,0.079500,,,0.128,4842.00,0.75,0.69,
K2-163,K2-163 b,6.67311700,,,,0.220,4937.00,0.83,0.76,
K2-164,K2-164 b,17.35506600,,,,0.290,5791.00,1.18,2.20,
K2-165,K2-165 b,2.35499200,,,,0.114,5185.00,0.83,0.80,
K2-165,K2-165 c,4.38274500,,,,0.139,5185.00,0.83,0.80,
K2-165,K2-165 d,14.10136100,,,,0.236,5185.00,0.83,0.80,
K2-166,K2-166 b,8.52695000,0.085800,,,0.195,,1.07,,
K2-167,K2-167 b,9.97748100,,,,0.252,5908.00,1.02,1.83,
K2-168,K2-168 b,15.85230000,,,,0.166,5502.70,0.88,0.83,
K2-169,K2-169 b,6.38080300,,,,0.114,5548.00,0.99,0.92,
K2-17,K2-17 b,17.96753000,0.119000,,,0.199,4320.00,0.71,0.66,
K2-170,K2-170 b,7.57654400,,,,0.127,5748.00,0.96,0.98,
K2-170,K2-170 c,12.40004700,,,,0.161,5748.00,0.96,0.98,
K2-171,K2-171 b,5.62846600,,,,0.240,5250.00,0.89,1.72,
K2-172,K2-172 b,14.31694100,,,,0.149,5569.00,0.93,0.87,
K2-172,K2-172 c,29.62682000,,,,0.286,5569.00,0.93,0.87,
K2-173,K2-173 b,5.86869900,,,,0.143,5580.00,0.88,0.84,
K2-174,K2-174 b,19.56230700,0.126000,,,0.232,4455.00,0.70,0.68,
K2-175,K2-175 b,9.52598800,,,,0.182,5909.00,1.09,1.42,
K2-176,K2-176 b,5.32943900,,,,0.133,5428.00,0.94,0.86,
K2-177,K2-177 b,14.15518500,,,,0.189,6063.00,1.21,1.21,
K2-178,K2-178 b,8.74781800,,,,0.317,5525.00,0.95,0.89,
K2-179,K2-179 b,5.17219100,,,,0.224,5015.00,0.82,0.77,
K2-18,K2-18 b,32.93962300,0.142900,0.200000,0.02807,0.211,3457.00,0.36,0.41,
K2-18,K2-18 c,8.96200000,0.060000,0.470000,0.02363,,3457.00,0.36,0.41,
K2-180,K2-180 b,8.86720900,0.075300,,,0.206,5358.00,0.72,0.72,
K2-181,K2-181 b,6.89425600,0.070600,,,0.253,5608.00,0.99,1.07,
K2-182,K2-182 b,4.73683700,0.052900,,,0.246,5165.00,0.88,0.80,
K2-183,K2-183 b,0.46926900,,,,0.232,5519.00,0.93,0.97,
K2-183,K2-183 c,10.79263500,0.093200,,,0.256,5519.00,0.93,0.97,
K2-183,K2-183 d,22.63196400,0.152700,,,0.255,5519.00,0.93,0.97,
K2-184,K2-184 b,16.99573100,0.122900,,,0.138,5220.00,0.86,0.78,
K2-185,K2-185 b,10.61664600,,,,0.117,5722.00,0.98,0.91,
K2-186,K2-186 b,41.47421900,,,,0.283,5784.00,1.02,0.98,
K2-187,K2-187 b,0.77392000,0.016400,,,0.116,5484.00,0.98,0.92,
K2-187,K2-187 c,2.87204200,0.039200,,,0.161,5484.00,0.98,0.92,
K2-187,K2-187 d,7.14921000,0.072000,,,0.283,5484.00,0.98,0.92,
K2-187,K2-187 e,13.60987800,0.110600,,,0.212,5484.00,0.98,0.92,
K2-188,K2-188 b,1.74216900,0.028900,,,0.120,5977.00,1.06,1.19,
K2-188,K2-188 c,7.81025300,0.078500,,,0.252,5977.00,1.06,1.19,
K2-189,K2-189 b,2.58830900,0.036100,,,0.136,5519.00,0.94,0.87,
K2-189,K2-189 c,6.67919500,0.068000,,,0.223,5519.00,0.94,0.87,
K2-19,K2-19 b,7.91940000,0.074000,,,0.691,5430.00,0.93,0.86,
K2-19,K2-19 c,11.90715000,0.097100,,,0.434,5430.00,0.93,0.86,
K2-19,K2-19 d,2.50856000,0.034400,,,0.102,5430.00,0.93,0.86,
K2-190,K2-190 b,10.09885800,,,,0.121,5631.00,0.90,0.91,
K2-190,K2-190 c,21.57402300,,,,0.098,5631.00,0.90,0.91,
K2-191,K2-191 b,2.85864600,,,,0.141,5176.00,0.90,0.84,
K2-192,K2-192 b,4.16281700,0.049000,,,0.136,5222.00,0.90,0.81,
K2-193,K2-193 b,14.78688900,0.118400,,,0.352,5817.00,1.01,0.98,
K2-194,K2-194 b,39.72138600,,,,0.325,5979.00,1.11,1.28,
K2-195,K2-195 b,15.85297500,0.120800,,,0.279,5713.00,0.94,0.99,
K2-195,K2-195 c,28.48278600,,,,0.230,5713.00,0.94,0.99,
K2-196,K2-196 b,48.32422200,,,,0.321,6045.00,1.16,1.54,
K2-197,K2-197 b,8.35788100,0.080600,,,0.228,5667.00,1.00,0.93,
K2-198,K2-198 b,17.04286830,,,,0.374,5212.90,0.80,0.76,
K2-198,K2-198 c,3.35960550,,,,0.127,5212.90,0.80,0.76,
K2-198,K2-198 d,7.45001770,,,,0.218,5212.90,0.80,0.76,
K2-199,K2-199 b,3.22533800,0.038500,,,0.167,4648.00,0.73,0.68,
K2-199,K2-199 c,7.37469400,0.066800,,,0.248,4648.00,0.73,0.68,
K2-200,K2-200 b,2.84988300,,,,0.122,5233.00,0.86,0.79,
K2-201,K2-201 b,1.05979000,,,,0.125,5507.00,0.96,0.88,
K2-201,K2-201 c,22.77987800,,,,0.293,5507.00,0.96,0.88,
K2-202,K2-202 b,3.40516400,,,,0.205,5491.00,0.97,0.91,
K2-203,K2-203 b,9.69510100,,,,0.122,5000.00,0.79,0.76,
K2-204,K2-204 b,7.05578400,,,,0.272,5755.00,1.01,1.18,
K2-205,K2-205 b,26.67226300,,,,0.178,5890.00,0.95,1.08,
K2-206,K2-206 b,18.29454900,,,,0.249,5043.00,0.79,0.76,
K2-207,K2-207 b,12.48749000,,,,0.232,5522.00,0.94,0.93,
K2-208,K2-208 b,4.19094800,,,,0.150,5582.00,0.93,0.86,
K2-209,K2-209 b,2.08061500,,,,0.077,4720.00,0.74,0.71,
K2-21,K2-21 b,9.32503800,0.076000,0.100000,,0.164,4222.06,0.68,0.65,
K2-21,K2-21 c,15.50192000,0.107000,0.210000,,0.222,4222.06,0.68,0.65,
K2-210,K2-210 b,0.57023300,,,,0.073,5396.00,0.91,0.85,
K2-211,K2-211 b,0.66955800,,,,0.123,5221.00,0.88,0.82,
K2-212,K2-212 b,9.79551000,0.078500,,,0.225,4272.00,0.67,0.65,
K2-213,K2-213 b,8.13087000,,,,0.135,5794.00,1.07,1.20,
K2-214,K2-214 b,8.59680200,0.083400,,,0.217,5854.00,1.05,1.27,
K2-215,K2-215 b,8.26964800,,,,0.189,5704.00,1.00,0.97,
K2-216,K2-216 b,2.17480000,0.028000,0.000000,0.02517,0.156,4503.00,0.70,0.72,-0.721
K2-217,K2-217 b,14.07452400,,,,0.319,5967.00,1.10,1.33,
K2-218,K2-218 b,8.67988500,,,,0.229,5757.00,1.05,1.01,
K2-219,K2-219 b,3.90128700,,,,0.120,5753.00,1.02,1.19,
K2-219,K2-219 c,6.66767000,,,,0.128,5753.00,1.02,1.19,
K2-219,K2-219 d,11.13727800,,,,0.230,5753.00,1.02,1.19,
K2-22,K2-22 b,0.38107800,0.008800,,1.40000,0.223,3830.00,0.60,0.57,
K2-220,K2-220 b,13.68325600,0.110400,,,0.213,5660.00,0.96,1.02,
K2-221,K2-221 b,2.39909400,,,,0.150,5716.00,1.01,0.95,
K2-222,K2-222 b,15.38706300,0.121100,,,0.213,6058.00,1.00,1.09,
K2-223,K2-223 b,0.50565000,0.012700,,,0.079,5835.00,1.06,0.99,
K2-223,K2-223 c,4.56327000,0.054900,,,0.140,5835.00,1.06,0.99,
K2-224,K2-224 b,4.47904000,0.051600,,,0.139,5620.00,0.91,0.84,
K2-224,K2-224 c,10.09489000,0.088600,,,0.215,5620.00,0.91,0.84,
K2-225,K2-225 b,15.87209000,0.134000,,,0.311,5742.00,1.27,1.70,
K2-226,K2-226 b,3.27108000,0.041300,,,0.137,5424.00,0.88,0.91,
K2-227,K2-227 b,13.62183200,,,,0.149,5673.00,0.95,0.89,
K2-228,K2-228 b,2.69828000,0.033800,,,0.108,4715.00,0.71,0.65,
K2-229,K2-229 b,0.58426000,0.013100,,,0.102,5315.00,0.87,0.79,
K2-229,K2-229 c,8.32727000,0.076900,,,0.181,5315.00,0.87,0.79,
K2-230,K2-230 b,2.86041000,0.040900,,,0.175,5945.00,1.11,1.39,
K2-231,K2-231 b,13.84190100,,,,0.223,5695.00,1.01,0.95,
K2-232,K2-232 b,11.16845400,0.103560,0.258000,0.39800,1.000,6154.00,1.19,1.16,0.238
K2-233,K2-233 b,2.46746000,0.033170,0.000000,,0.125,4950.00,0.80,0.74,-0.523
K2-233,K2-233 c,7.06142000,0.066870,0.000000,,0.119,4950.00,0.80,0.74,-0.523
K2-233,K2-233 d,24.36620000,0.152700,0.000000,,0.236,4950.00,0.80,0.74,-0.523
K2-237,K2-237 b,2.18055770,0.035300,0.000000,1.23600,1.642,6099.00,1.23,1.38,
K2-238,K2-238 b,3.20466000,0.046000,0.000000,0.86000,1.300,5630.00,1.19,1.59,
K2-239,K2-239 b,5.24000000,0.044100,,,0.098,3420.00,0.40,0.36,-1.796
K2-239,K2-239 c,7.77500000,0.057600,,,0.089,3420.00,0.40,0.36,-1.796
K2-239,K2-239 d,10.11500000,0.068500,,,0.098,3420.00,0.40,0.36,-1.796
K2-24,K2-24 b,20.88977000,,0.060000,0.05978,0.482,5625.00,1.07,1.16,
K2-24,K2-24 c,42.33910000,,0.070000,0.04845,0.669,5625.00,1.07,1.16,
K2-240,K2-240 b,6.03400000,0.051300,,,0.178,3810.00,0.58,0.54,-1.276
K2-240,K2-240 c,20.52300000,0.115900,,,0.161,3810.00,0.58,0.54,-1.276
K2-241,K2-241 b,26.81990000,0.156700,,,0.227,5262.00,0.71,0.75,
K2-242,K2-242 b,6.51389000,0.049400,,,0.227,3459.00,0.38,0.37,
K2-243,K2-243 b,11.54182000,0.108700,,,0.194,6570.00,1.29,1.39,
K2-243,K2-243 c,24.94598000,0.181700,,,0.179,6570.00,1.29,1.39,
K2-244,K2-244 b,21.06884000,0.141800,,,0.156,5677.00,0.86,0.92,
K2-245,K2-245 b,11.89307000,0.095900,,,0.387,5793.00,0.83,1.25,
